student_id,attendance_rate,internal_marks,study_hours_weekly,previous_gpa,assignment_completion_rate,tutoring_support,class_participation,extracurricular_hours,sleep_hours,final_score,performance_category
STU-1306,84.7,63.7,14.2,2.86,83.8,0,2,4.6,6.9,67.0,Average
STU-1307,79.6,56.8,10.7,3.35,71.2,0,2,5.1,5.8,66.0,Average
STU-1308,89.8,83.8,19.5,2.79,83.6,1,2,6.7,6.1,78.6,Good
STU-1309,78.9,45.4,8.1,2.44,75.1,1,2,6.9,5.5,47.7,At Risk
STU-1310,79.1,66.0,10.5,3.24,63.6,1,2,5.4,6.4,68.7,Average
STU-1311,78.3,84.0,19.9,3.34,85.2,1,2,5.0,6.3,91.9,Good
STU-1312,79.9,57.8,17.1,2.46,72.2,0,2,7.1,4.1,60.0,Average
STU-1313,66.6,54.9,13.4,2.91,66.2,0,3,8.7,7.8,59.3,Average
STU-1314,63.5,73.7,15.1,3.59,62.1,1,3,6.7,9.7,79.1,Good
STU-1315,51.8,59.5,13.2,3.32,53.9,1,2,12.6,7.7,61.3,Average
STU-1316,60.1,52.0,13.1,2.87,55.8,1,1,10.0,6.8,63.5,Average
STU-1317,78.2,70.7,11.6,2.78,77.7,0,3,1.6,6.9,67.3,Average
STU-1318,79.1,84.8,16.4,3.93,67.3,0,3,10.1,6.5,89.1,Good
STU-1319,49.4,40.9,7.7,2.4,40.5,1,2,10.4,7.1,37.8,At Risk
STU-1320,61.0,51.0,9.9,3.02,72.4,1,2,6.3,7.0,59.5,Average
STU-1321,65.2,49.4,10.3,2.39,66.0,0,2,2.0,6.0,50.8,Average
STU-1322,67.9,69.6,16.4,3.64,47.9,0,2,8.0,9.0,72.1,Average
STU-1323,57.8,52.1,10.9,3.05,50.3,0,2,8.0,5.2,52.2,Average
STU-1324,64.7,62.1,11.6,3.13,45.0,0,2,3.5,7.9,57.6,Average
STU-1325,71.0,67.1,18.0,4.0,63.0,0,2,2.2,6.9,79.3,Good
STU-1326,86.9,50.2,9.3,2.78,43.8,0,3,7.6,9.3,60.5,Average
STU-1327,54.9,73.0,20.8,3.84,64.1,1,2,7.1,7.4,78.4,Good
STU-1328,80.0,62.3,14.1,2.87,61.8,0,2,6.3,6.6,66.0,Average
STU-1329,38.9,39.8,10.4,2.94,44.4,0,1,7.7,6.7,41.9,At Risk
STU-1330,72.0,66.6,19.0,4.0,59.4,1,2,3.6,7.0,81.0,Good
STU-1331,91.8,68.4,10.3,2.98,73.5,0,3,6.3,5.6,69.5,Average
STU-1332,38.3,41.7,13.3,2.43,43.7,0,1,10.1,6.1,39.9,At Risk
STU-1333,71.4,67.5,11.3,3.18,74.8,0,3,6.6,4.9,79.0,Good
STU-1334,88.0,70.9,12.2,2.97,84.3,0,2,1.3,5.9,72.4,Average
STU-1335,87.9,73.7,14.2,3.22,81.7,0,3,6.1,7.1,79.9,Good
STU-1336,52.0,68.2,19.4,2.99,59.3,0,1,3.7,7.4,65.4,Average
STU-1337,79.5,72.1,15.1,4.0,87.7,0,1,9.1,4.6,77.9,Good
STU-1338,74.0,66.1,11.8,3.3,52.4,0,2,9.3,6.8,71.7,Average
STU-1339,57.0,33.0,7.3,2.57,38.9,1,1,1.4,7.7,38.5,At Risk
STU-1340,60.1,64.5,22.0,3.11,68.8,1,1,11.0,6.8,74.5,Average
STU-1341,70.7,52.9,11.5,2.69,80.7,0,1,3.6,6.2,54.2,Average
STU-1342,81.4,75.9,16.9,2.94,73.4,1,2,14.2,6.5,71.5,Average
STU-1343,77.6,57.0,9.5,2.64,62.6,1,3,7.8,6.4,61.8,Average
STU-1344,56.4,66.0,15.8,4.0,48.4,1,2,3.0,6.2,68.7,Average
STU-1345,38.4,37.3,11.4,2.74,52.4,0,1,3.4,7.2,42.8,At Risk
STU-1346,76.4,68.9,14.3,3.36,76.8,0,2,9.4,9.8,67.2,Average
STU-1347,79.5,64.0,14.8,2.9,77.8,0,2,6.4,6.1,66.0,Average
STU-1348,90.8,66.0,10.8,2.53,67.9,0,2,7.6,6.6,57.4,Average
STU-1349,45.2,43.7,12.2,3.14,43.8,1,1,14.5,6.9,62.0,Average
STU-1350,59.9,77.8,22.6,3.23,59.7,0,2,5.2,6.2,67.6,Average
STU-1351,86.8,60.6,11.7,3.3,72.5,0,2,8.2,8.3,69.0,Average
STU-1352,87.0,44.0,5.5,1.87,55.8,0,2,13.7,4.2,46.0,At Risk
STU-1353,94.6,71.1,8.1,2.49,62.3,0,3,9.1,6.4,69.2,Average
STU-1354,49.1,59.1,17.6,3.48,54.7,0,2,1.6,8.0,67.7,Average
STU-1355,82.4,55.4,12.7,2.63,66.6,1,2,10.0,6.6,60.7,Average
STU-1356,80.1,68.2,12.9,3.14,65.2,0,2,3.3,6.0,74.5,Average
STU-1357,93.4,59.2,7.9,2.48,74.6,1,3,13.6,7.5,66.9,Average
STU-1358,51.7,54.1,14.9,3.38,56.9,0,2,4.7,8.1,61.1,Average
STU-1359,72.7,66.9,18.2,3.47,69.5,0,1,19.9,7.3,73.5,Average
STU-1360,83.0,98.0,21.4,3.38,82.8,0,2,13.9,6.0,88.7,Good
STU-1361,82.5,69.7,13.3,3.51,63.4,1,2,4.8,7.5,71.8,Average
STU-1362,70.0,60.2,15.6,3.75,68.1,1,2,8.1,6.5,78.8,Good
STU-1363,89.4,74.5,12.1,2.52,74.9,0,2,11.0,7.9,73.0,Average
STU-1364,49.1,47.7,10.2,2.7,37.2,0,1,11.1,8.8,40.5,At Risk
STU-1365,47.3,49.9,11.5,3.45,57.8,0,1,9.8,4.0,50.7,Average
STU-1366,79.2,66.6,14.8,3.56,64.3,0,2,13.0,7.1,72.8,Average
STU-1367,74.9,60.4,8.6,2.75,62.2,0,2,7.5,4.9,57.2,Average
STU-1368,85.8,69.5,15.3,2.72,84.9,0,2,6.5,9.9,70.3,Average
STU-1369,77.6,49.8,10.7,2.76,72.9,1,1,6.6,6.4,61.6,Average
STU-1370,65.4,60.1,9.5,2.33,57.6,1,2,11.4,7.9,50.5,Average
STU-1371,92.2,58.4,8.3,2.48,67.8,0,3,9.5,7.0,56.7,Average
STU-1372,75.1,66.4,10.4,2.49,71.4,0,2,9.2,6.0,64.6,Average
STU-1373,70.3,75.7,17.7,2.92,75.3,1,3,11.2,5.9,73.0,Average
STU-1374,96.7,75.1,17.9,3.17,79.7,1,3,0.0,8.9,78.6,Good
STU-1375,55.8,60.2,11.1,3.25,47.7,1,3,9.2,8.1,59.9,Average
STU-1376,73.5,47.9,7.1,2.82,42.4,0,2,8.9,9.3,49.5,At Risk
STU-1377,83.1,53.4,11.5,2.83,70.7,1,1,14.7,7.1,67.8,Average
STU-1378,72.6,60.4,12.3,3.11,64.0,0,2,1.9,7.3,67.3,Average
STU-1379,63.8,52.0,8.9,2.38,64.9,0,2,14.2,6.7,53.8,Average
STU-1380,86.2,71.5,13.3,3.48,76.2,0,2,8.3,6.7,79.3,Good
STU-1381,67.6,65.5,12.7,3.63,73.1,1,2,10.0,5.7,76.0,Good
STU-1382,88.2,87.3,23.2,2.77,80.8,1,3,14.7,7.1,82.6,Good
STU-1383,58.1,67.2,20.9,2.87,76.1,1,2,10.2,6.1,68.7,Average
STU-1384,80.2,67.8,14.3,3.61,67.0,0,2,9.6,7.5,70.2,Average
STU-1385,65.7,65.0,13.1,2.99,68.1,1,2,9.0,7.2,64.3,Average
STU-1386,82.1,75.9,18.0,3.31,65.1,0,3,6.1,7.3,81.8,Good
STU-1387,89.5,56.3,13.2,3.01,76.9,0,3,7.9,9.0,68.9,Average
STU-1388,73.6,72.4,14.7,3.75,52.2,0,2,5.1,7.0,80.3,Good
STU-1389,75.9,65.9,10.7,3.27,62.4,0,2,7.8,7.9,61.6,Average
STU-1390,42.1,53.5,14.1,3.3,53.6,1,1,0.0,9.5,58.6,Average
STU-1391,52.2,58.5,11.1,3.3,47.9,0,1,9.7,8.6,50.8,Average
STU-1392,81.5,64.9,16.8,2.8,66.6,0,1,7.5,8.4,66.7,Average
STU-1393,77.2,65.3,11.9,2.84,73.5,0,2,6.7,6.6,67.3,Average
STU-1394,93.0,70.7,16.4,3.4,80.0,0,3,8.9,7.3,79.7,Good
STU-1395,84.9,70.4,12.2,3.11,67.4,0,3,2.3,5.4,73.9,Average
STU-1396,65.5,68.3,13.8,2.52,62.9,0,2,15.7,7.6,55.9,Average
STU-1397,69.5,68.9,14.9,3.89,87.2,0,2,7.6,7.3,69.9,Average
STU-1398,75.9,69.3,15.9,3.49,80.1,1,1,7.4,7.0,77.8,Good
STU-1399,68.6,57.5,11.9,3.07,71.3,1,2,4.1,8.2,70.7,Average
STU-1400,92.8,71.3,11.7,2.93,78.6,1,2,8.1,5.6,68.9,Average
STU-1401,64.4,59.6,17.2,3.14,67.4,1,1,13.5,9.0,71.1,Average
STU-1402,84.9,69.3,11.9,3.28,51.8,0,2,12.1,8.1,70.0,Average
STU-1403,85.7,62.1,10.1,2.14,63.8,0,3,11.4,6.9,52.2,Average
STU-1404,60.7,81.5,22.9,4.0,67.0,0,2,10.2,6.8,79.2,Good
STU-1405,62.3,45.2,15.0,2.69,47.3,0,2,6.6,7.6,52.4,Average
STU-1406,75.0,66.8,11.2,3.05,55.4,0,2,2.2,8.8,62.5,Average
STU-1407,72.8,69.2,14.8,3.07,52.0,0,2,7.2,7.1,61.6,Average
STU-1408,79.9,79.9,13.2,3.95,69.5,0,2,7.1,7.2,74.0,Average
STU-1409,58.1,64.4,16.8,3.01,68.7,0,2,12.2,7.0,60.6,Average
STU-1410,52.6,85.0,30.2,3.76,84.0,1,1,9.2,9.1,83.6,Good
STU-1411,74.1,74.7,14.8,3.23,71.8,0,3,14.4,6.6,73.9,Average
STU-1412,83.5,80.2,17.0,2.62,68.6,0,2,12.8,7.0,70.1,Average
STU-1413,81.6,56.1,9.9,3.11,51.3,0,3,6.2,8.8,63.6,Average
STU-1414,69.6,62.2,10.1,3.0,46.3,0,3,0.8,7.2,65.1,Average
STU-1415,44.2,39.7,9.7,2.56,35.8,0,1,13.5,8.4,40.1,At Risk
STU-1416,64.0,59.2,13.2,3.21,53.9,0,2,13.4,5.9,61.3,Average
STU-1417,83.7,60.6,14.1,3.06,71.7,1,2,2.5,6.8,73.6,Average
STU-1418,90.6,70.2,12.4,3.3,66.6,1,2,14.0,8.8,71.3,Average
STU-1419,48.2,48.4,13.8,3.14,55.8,0,1,9.5,6.2,51.7,Average
STU-1420,91.8,69.9,15.5,2.76,77.2,0,3,8.6,6.8,72.2,Average
STU-1421,86.7,70.6,16.3,3.4,77.3,0,3,14.5,7.3,73.5,Average
STU-1422,89.8,64.5,10.6,2.77,81.2,0,3,13.4,5.8,65.6,Average
STU-1423,75.7,46.3,10.1,1.8,54.3,0,2,10.6,6.5,35.7,At Risk
STU-1424,77.9,66.2,12.0,3.11,70.6,0,2,9.9,7.1,75.1,Good
STU-1425,89.8,58.3,12.1,2.8,73.8,0,2,10.5,7.1,60.6,Average
STU-1426,67.4,58.9,17.3,3.22,65.2,1,2,6.4,8.5,75.2,Good
STU-1427,93.4,88.5,16.4,3.95,88.1,0,3,7.8,8.8,92.9,Good
STU-1428,77.0,71.0,14.0,3.96,76.2,0,2,4.4,6.0,80.9,Good
STU-1429,89.0,75.4,12.8,2.98,66.7,1,2,6.7,7.1,71.9,Average
STU-1430,89.1,71.4,14.9,2.68,75.4,1,3,6.5,7.8,74.4,Average
STU-1431,40.2,61.3,18.2,3.31,56.2,0,1,5.5,8.8,62.9,Average
STU-1432,84.6,71.1,9.5,2.88,65.7,1,2,8.5,7.9,70.7,Average
STU-1433,68.0,66.1,16.4,3.23,71.8,0,2,6.7,7.3,72.4,Average
STU-1434,52.3,45.6,10.9,2.75,54.1,1,1,10.0,7.8,47.1,At Risk
STU-1435,73.4,80.9,19.8,3.16,88.8,0,2,1.5,7.8,76.9,Good
STU-1436,91.7,64.2,8.3,2.68,58.2,0,3,7.5,5.9,56.6,Average
STU-1437,70.5,72.1,17.9,3.58,69.3,0,2,8.5,7.2,78.3,Good
STU-1438,85.5,71.3,10.7,2.78,62.6,0,2,6.8,8.8,70.5,Average
STU-1439,78.9,67.9,12.6,3.35,73.3,0,2,7.3,6.8,77.6,Good
STU-1440,59.8,52.3,14.2,2.48,47.0,0,1,1.7,7.2,51.4,Average
STU-1441,98.3,86.7,19.1,3.4,89.8,0,3,9.4,6.7,87.0,Good
STU-1442,82.1,49.9,6.9,2.62,58.4,1,3,10.6,4.2,46.9,At Risk
STU-1443,95.2,80.1,17.4,3.17,77.4,0,3,10.0,7.0,87.1,Good
STU-1444,60.7,70.9,14.8,3.51,49.6,0,1,12.2,7.4,59.8,Average
STU-1445,57.5,57.2,12.6,2.96,53.0,0,1,8.8,6.4,53.7,Average
STU-1446,86.3,60.5,7.8,2.59,75.5,1,2,9.9,5.6,60.4,Average
STU-1447,85.5,74.4,16.2,3.27,76.3,0,3,8.6,5.9,78.1,Good
STU-1448,75.3,76.9,23.0,2.67,84.0,1,2,10.8,7.9,76.7,Good
STU-1449,88.5,72.6,10.6,2.87,84.7,0,2,1.7,9.4,70.2,Average
STU-1450,68.4,73.7,18.6,3.17,72.1,0,2,4.4,8.7,62.9,Average
STU-1451,54.9,61.4,15.7,3.66,54.6,1,2,14.3,5.4,68.6,Average
STU-1452,55.8,56.4,11.6,3.06,58.3,0,1,0.0,8.0,45.7,At Risk
STU-1453,83.7,66.5,9.6,3.06,63.2,0,2,7.4,6.2,68.8,Average
STU-1454,55.6,61.2,20.4,3.38,61.0,0,1,12.7,6.3,64.2,Average
STU-1455,93.4,72.9,13.4,3.07,65.3,0,3,7.6,6.4,65.8,Average
STU-1456,83.7,59.1,12.9,3.34,78.9,0,2,6.4,7.8,66.1,Average
STU-1457,88.0,78.9,14.3,3.54,72.5,0,3,8.5,8.2,79.0,Good
STU-1458,93.5,78.4,14.9,2.9,80.8,0,3,6.6,6.9,82.6,Good
STU-1459,76.6,48.6,6.0,1.8,51.0,1,3,8.1,6.9,46.4,At Risk
STU-1460,65.8,49.8,8.8,2.68,60.2,1,2,5.3,7.6,54.5,Average
STU-1461,55.8,63.9,15.0,3.59,52.6,0,2,12.4,7.7,71.3,Average
STU-1462,80.4,74.4,12.4,3.03,68.0,0,2,13.7,8.4,69.5,Average
STU-1463,61.8,65.1,11.8,2.9,65.2,0,2,7.5,5.5,63.4,Average
STU-1464,57.5,63.2,14.1,3.58,64.9,0,2,2.5,7.0,69.6,Average
STU-1465,60.5,64.7,18.1,3.0,64.8,1,2,5.9,5.7,62.0,Average
STU-1466,82.3,78.2,23.9,2.11,69.8,0,3,7.3,6.9,77.9,Good
STU-1467,72.0,44.3,7.2,2.37,82.2,0,2,10.0,6.7,42.3,At Risk
STU-1468,70.1,59.6,9.5,3.24,73.9,0,2,4.0,6.9,66.4,Average
STU-1469,57.6,63.9,12.1,3.02,62.0,0,2,4.9,6.0,53.5,Average
STU-1470,65.1,68.9,11.7,3.7,53.8,0,3,10.0,5.2,73.0,Average
STU-1471,85.4,62.0,7.9,2.72,65.5,0,2,11.8,4.5,66.5,Average
STU-1472,49.7,39.1,10.8,2.91,45.9,1,2,5.5,6.8,47.1,At Risk
STU-1473,81.8,66.3,13.7,2.65,81.5,0,2,2.7,6.5,64.7,Average
STU-1474,90.9,64.3,11.2,2.82,75.5,1,3,21.1,6.2,72.6,Average
STU-1475,81.4,50.3,4.6,2.2,54.0,1,3,11.1,8.6,48.9,At Risk
STU-1476,62.3,49.7,11.4,2.88,54.2,1,2,6.9,6.0,63.2,Average
STU-1477,81.7,61.7,12.3,3.03,78.7,1,2,11.5,8.7,69.3,Average
STU-1478,63.4,47.0,12.1,2.99,72.2,0,1,7.5,8.9,53.1,Average
STU-1479,69.9,90.8,21.7,4.0,86.7,1,2,11.5,4.7,89.6,Good
STU-1480,76.4,80.1,20.2,3.88,82.3,0,2,8.6,7.1,82.0,Good
STU-1481,76.4,61.2,11.7,2.71,64.0,0,3,8.4,6.5,59.3,Average
STU-1482,83.5,63.9,18.8,2.13,52.6,0,2,7.5,4.0,57.5,Average
STU-1483,66.4,52.0,11.3,3.01,62.5,0,2,2.2,5.3,55.2,Average
STU-1484,62.5,53.0,13.3,3.22,60.3,1,2,15.8,7.9,59.2,Average
STU-1485,90.9,60.2,11.1,2.66,74.4,0,2,4.2,9.4,72.2,Average
STU-1486,79.8,52.8,7.9,2.69,63.8,0,3,2.6,8.1,52.4,Average
STU-1487,87.3,81.0,16.1,3.76,66.7,0,1,7.1,7.4,82.5,Good
STU-1488,88.6,60.1,8.7,2.93,73.6,1,2,4.2,7.0,68.0,Average
STU-1489,52.0,67.0,12.4,3.35,58.5,0,1,7.8,9.0,63.9,Average
STU-1490,87.5,71.7,11.5,2.63,77.4,1,2,10.8,9.6,68.7,Average
STU-1491,75.0,65.9,9.6,3.02,70.3,0,2,12.0,6.3,62.6,Average
STU-1492,92.4,71.8,13.4,2.9,81.7,0,3,11.3,4.6,74.6,Average
STU-1493,65.7,61.6,9.4,2.75,54.1,0,2,6.8,4.5,55.5,Average
STU-1494,99.3,80.4,14.2,3.57,81.1,0,3,8.2,8.6,84.4,Good
STU-1495,75.5,58.0,12.0,2.43,66.7,0,2,9.6,6.9,50.3,Average
STU-1496,67.0,63.6,13.3,3.19,63.7,0,1,1.0,7.2,61.3,Average
STU-1497,84.2,73.2,13.3,2.89,80.3,0,3,10.3,4.9,67.1,Average
STU-1498,64.6,69.0,15.4,3.24,69.2,0,2,2.2,6.1,65.7,Average
STU-1499,53.8,51.8,12.0,2.9,70.6,1,1,16.2,6.6,54.9,Average
STU-1500,89.5,77.9,16.0,3.44,96.1,0,3,6.4,7.2,85.1,Good
STU-1501,83.6,63.8,9.1,2.63,67.5,0,3,7.3,6.5,69.6,Average
STU-1502,65.3,69.5,17.1,3.57,35.7,0,3,4.9,5.8,69.8,Average
STU-1503,93.6,71.1,12.2,3.04,86.0,0,3,5.5,6.1,78.0,Good
STU-1504,85.1,57.2,15.7,2.45,71.3,0,3,17.1,8.4,65.0,Average
STU-1505,55.5,58.3,14.8,3.36,51.9,0,2,11.8,7.3,67.3,Average
STU-1506,87.6,70.1,10.9,2.96,68.1,0,2,1.8,7.7,70.7,Average
STU-1507,83.6,69.9,11.3,2.28,66.0,0,3,14.0,5.9,58.2,Average
STU-1508,91.7,75.3,19.4,3.2,88.6,0,3,12.8,4.0,72.7,Average
STU-1509,72.4,63.6,13.6,3.5,53.7,1,3,6.9,6.4,73.2,Average
STU-1510,71.1,65.2,13.8,3.63,57.0,0,2,9.2,6.0,68.1,Average
STU-1511,77.0,65.3,7.4,2.88,64.0,1,3,7.9,7.4,59.7,Average
STU-1512,68.2,63.4,13.7,3.12,68.9,0,2,15.9,10.0,59.7,Average
STU-1513,75.2,59.0,12.1,3.07,71.0,0,1,4.8,7.8,62.8,Average
STU-1514,72.5,77.8,17.8,3.72,64.9,0,3,8.6,10.0,87.3,Good
STU-1515,76.3,58.7,13.3,2.69,60.1,0,2,6.3,7.7,58.5,Average
STU-1516,80.0,51.5,8.7,2.84,60.4,1,3,2.3,6.2,62.5,Average
STU-1517,65.0,53.8,14.8,2.67,65.4,1,2,16.8,7.4,58.7,Average
STU-1518,96.0,74.2,7.9,2.4,84.2,0,3,3.3,9.1,61.6,Average
STU-1519,90.2,71.2,12.1,3.16,57.8,0,3,8.9,9.2,75.9,Good
STU-1520,78.4,78.4,17.4,3.77,72.2,0,3,1.0,6.3,78.8,Good
STU-1521,50.9,45.3,9.7,2.96,39.0,0,2,6.4,7.3,47.7,At Risk
STU-1522,87.6,62.0,9.4,2.65,56.2,0,3,9.7,5.3,60.5,Average
STU-1523,64.5,59.7,10.3,3.13,65.6,0,1,4.7,8.0,62.3,Average
STU-1524,96.8,85.9,18.1,3.32,89.3,0,3,10.3,8.9,83.6,Good
STU-1525,74.3,62.9,11.5,2.98,68.3,0,2,6.9,7.0,64.9,Average
STU-1526,63.2,70.4,12.6,3.68,67.2,0,2,12.6,6.2,67.1,Average
STU-1527,69.1,52.0,8.2,2.68,54.0,0,1,13.4,7.4,48.1,At Risk
STU-1528,75.3,60.3,15.5,2.92,66.6,0,2,5.7,7.5,49.6,At Risk
STU-1529,76.0,62.8,11.2,3.18,82.7,0,3,8.3,7.1,76.7,Good
STU-1530,63.4,47.7,12.3,3.23,57.7,1,2,8.7,7.2,61.7,Average
STU-1531,80.8,80.7,13.2,3.07,76.2,0,3,10.5,6.8,72.1,Average
STU-1532,81.6,63.1,9.4,2.47,66.2,0,2,8.1,8.2,53.8,Average
STU-1533,51.9,55.2,13.2,4.0,39.6,1,1,8.8,7.9,62.3,Average
STU-1534,85.5,66.4,14.7,2.94,58.3,1,3,7.0,5.8,74.9,Average
STU-1535,70.1,57.4,12.4,3.1,58.8,0,2,8.5,5.8,53.4,Average
STU-1536,63.8,75.1,15.2,3.33,71.8,0,3,13.2,6.7,72.3,Average
STU-1537,75.3,56.2,14.3,2.76,74.9,0,2,10.6,7.9,69.1,Average
STU-1538,80.2,63.6,8.8,3.08,72.0,0,2,10.8,7.2,59.4,Average
STU-1539,43.1,47.0,14.3,2.75,43.0,1,1,10.9,6.2,48.9,At Risk
STU-1540,94.3,98.0,26.8,3.24,100.0,0,3,7.4,7.3,99.0,Good
STU-1541,60.5,56.0,13.8,2.93,52.1,0,2,9.3,6.6,60.1,Average
STU-1542,75.1,63.1,19.1,3.17,75.9,0,2,3.7,8.1,72.1,Average
STU-1543,72.8,59.9,14.6,2.58,67.5,1,2,13.1,7.4,64.4,Average
STU-1544,84.2,60.5,13.8,2.68,71.5,0,3,0.0,6.6,63.7,Average
STU-1545,85.5,67.7,14.2,2.44,84.8,0,2,7.7,7.3,71.3,Average
STU-1546,80.2,76.2,16.4,2.73,68.1,0,2,12.6,8.6,68.9,Average
STU-1547,38.3,25.1,12.8,1.89,35.6,0,1,2.5,6.3,19.7,At Risk
STU-1548,51.3,42.8,9.3,2.91,49.5,1,1,9.6,7.5,45.7,At Risk
STU-1549,81.3,65.6,16.2,2.81,71.0,0,3,5.3,6.9,65.4,Average
STU-1550,72.6,65.1,12.5,3.12,91.9,0,2,6.5,7.5,66.4,Average
STU-1551,77.9,78.2,18.4,3.07,80.3,0,3,11.8,6.2,76.9,Good
STU-1552,81.4,76.4,17.3,3.62,72.3,0,2,8.8,7.1,85.5,Good
STU-1553,84.9,80.2,14.2,4.0,65.3,0,2,0.0,8.3,86.2,Good
STU-1554,87.2,79.4,21.4,3.56,68.6,0,2,4.1,5.9,86.2,Good
STU-1555,71.2,57.2,9.9,2.85,52.8,0,1,11.9,5.4,55.3,Average
STU-1556,71.4,63.2,11.0,2.83,63.4,0,2,9.8,5.5,56.0,Average
STU-1557,70.5,75.2,22.4,3.44,87.1,0,2,15.0,5.6,71.2,Average
STU-1558,78.0,61.5,10.0,2.29,73.9,0,3,14.7,7.7,58.4,Average
STU-1559,85.5,66.6,11.3,2.91,72.4,1,3,6.6,5.3,73.6,Average
STU-1560,82.9,72.1,12.2,2.94,67.6,0,2,18.0,6.6,68.2,Average
STU-1561,95.7,75.5,13.0,3.31,80.4,0,3,8.1,7.7,77.3,Good
STU-1562,69.9,71.8,17.3,3.33,65.1,0,1,4.1,7.5,73.2,Average
STU-1563,96.1,69.8,10.4,2.71,89.1,0,3,5.5,6.5,70.3,Average
STU-1564,57.5,52.7,12.0,2.86,54.5,0,1,0.0,7.2,59.4,Average
STU-1565,66.5,67.6,16.0,3.25,65.1,1,2,14.4,7.1,75.9,Good
STU-1566,43.8,47.5,13.0,2.69,32.0,1,1,14.4,6.7,50.5,Average
STU-1567,61.7,55.9,13.4,3.59,58.5,0,2,3.9,6.7,67.4,Average
STU-1568,84.8,86.5,17.3,3.32,84.1,0,2,7.1,9.7,77.5,Good
STU-1569,74.1,50.8,11.8,3.13,56.4,1,2,8.4,8.0,64.4,Average
STU-1570,85.9,63.7,11.1,3.23,64.6,0,2,4.2,10.0,69.7,Average
STU-1571,77.8,58.1,8.1,2.84,68.9,0,2,1.0,6.4,61.1,Average
STU-1572,52.4,49.9,11.1,2.77,40.3,1,1,7.2,6.9,51.5,Average
STU-1573,72.4,66.5,8.4,2.86,68.4,0,2,6.7,5.4,62.5,Average
STU-1574,91.0,60.4,11.7,3.27,69.8,1,2,6.4,6.0,82.7,Good
STU-1575,78.8,63.9,13.3,3.14,66.2,0,2,8.9,9.3,67.1,Average
STU-1576,76.6,54.3,16.8,2.86,63.3,0,2,13.7,6.4,67.2,Average
STU-1577,81.2,71.8,13.6,3.39,74.0,0,3,6.8,9.3,73.5,Average
STU-1578,51.9,52.9,9.2,2.97,69.3,1,2,8.7,5.5,58.0,Average
STU-1579,68.4,66.9,11.2,2.74,67.3,0,2,10.9,5.7,64.6,Average
STU-1580,75.2,71.6,18.0,3.16,66.0,0,2,10.2,6.6,74.4,Average
STU-1581,65.9,60.1,10.0,2.59,67.3,0,2,5.5,6.9,62.4,Average
STU-1582,68.8,61.1,15.3,2.29,63.7,0,2,8.4,8.1,53.5,Average
STU-1583,89.3,70.0,12.9,3.05,85.6,0,3,10.2,7.5,71.9,Average
STU-1584,51.8,45.3,14.3,2.75,62.1,1,2,3.5,6.5,54.0,Average
STU-1585,92.5,70.0,13.2,2.94,53.2,0,3,13.1,6.8,75.0,Good
STU-1586,92.2,62.8,16.4,2.61,72.4,0,2,13.7,6.6,68.7,Average
STU-1587,89.8,98.0,25.9,3.59,98.0,0,3,5.1,5.9,99.0,Good
STU-1588,40.5,41.6,10.2,2.75,45.7,0,1,8.8,5.9,38.4,At Risk
STU-1589,65.7,64.0,12.6,2.86,53.1,0,2,10.6,8.2,55.2,Average
STU-1590,89.5,76.1,18.5,3.22,76.4,1,3,5.8,4.8,83.9,Good
STU-1591,88.2,62.0,11.0,2.43,56.5,0,1,9.9,8.9,57.9,Average
STU-1592,82.4,54.6,6.1,2.4,61.9,0,2,8.7,6.6,54.5,Average
STU-1593,69.8,65.7,12.8,3.22,81.4,0,2,2.1,6.1,67.3,Average
STU-1594,73.1,60.1,12.9,2.85,72.1,0,3,9.8,7.9,62.2,Average
STU-1595,74.4,72.3,18.2,2.64,90.3,0,3,3.6,8.8,71.3,Average
STU-1596,56.4,55.7,14.5,3.32,65.5,0,2,11.8,8.3,61.8,Average
STU-1597,77.8,51.3,8.9,2.68,71.7,0,2,5.3,7.6,54.2,Average
STU-1598,75.3,73.8,13.3,2.93,83.2,1,3,7.4,8.3,72.0,Average
STU-1599,76.6,72.3,17.5,2.65,76.1,1,2,13.5,4.9,69.1,Average
STU-1600,94.5,73.4,11.8,3.19,74.6,0,3,10.0,6.4,79.6,Good
STU-1601,74.2,82.2,14.2,3.65,76.1,0,3,3.7,5.9,81.3,Good
STU-1602,76.2,50.7,7.4,2.21,72.4,1,2,3.9,8.5,60.8,Average
STU-1603,78.8,70.2,10.0,3.1,61.5,0,2,5.6,6.5,67.0,Average
STU-1604,65.7,66.2,14.9,3.44,58.2,0,2,9.6,8.0,66.1,Average
STU-1605,88.5,61.7,11.9,2.86,74.1,1,3,9.4,7.6,80.6,Good
STU-1606,84.2,68.5,6.8,2.54,71.1,0,3,4.6,6.0,63.3,Average
STU-1607,92.1,79.2,11.6,3.24,81.0,1,3,3.3,6.3,84.4,Good
STU-1608,81.0,72.1,15.6,3.5,61.9,1,3,9.1,8.6,81.6,Good
STU-1609,97.4,90.5,17.3,3.45,99.6,1,1,7.3,6.1,92.9,Good
STU-1610,96.0,78.2,17.5,3.21,78.7,0,3,16.6,7.1,85.1,Good
STU-1611,81.2,76.4,16.1,3.09,71.9,0,3,8.1,6.1,71.3,Average
STU-1612,95.5,52.8,11.2,2.65,68.7,1,3,15.3,6.6,66.5,Average
STU-1613,78.0,64.3,11.3,3.44,88.0,1,2,3.3,6.9,66.9,Average
